,class_names,file_names,file_paths,labels
374,engine_idling,119455-5-0-1,./data/fold1/119455-5-0-1.wav,5
375,engine_idling,103258-5-0-9,./data/fold1/103258-5-0-9.wav,5
376,jackhammer,180937-7-3-3,./data/fold1/180937-7-3-3.wav,7
377,gun_shot,197318-6-4-0,./data/fold1/197318-6-4-0.wav,6
378,drilling,78360-4-0-12,./data/fold1/78360-4-0-12.wav,4
379,engine_idling,103258-5-0-8,./data/fold1/103258-5-0-8.wav,5
380,siren,30823-8-0-0,./data/fold1/30823-8-0-0.wav,8
381,jackhammer,180937-7-3-2,./data/fold1/180937-7-3-2.wav,7
382,drilling,165645-4-4-0,./data/fold1/165645-4-4-0.wav,4
383,children_playing,165067-2-0-111,./data/fold1/165067-2-0-111.wav,2
384,dog_bark,65749-3-1-12,./data/fold1/65749-3-1-12.wav,3
385,children_playing,192124-2-0-12,./data/fold1/192124-2-0-12.wav,2
386,street_music,26270-9-0-23,./data/fold1/26270-9-0-23.wav,9
387,drilling,14113-4-0-0,./data/fold1/14113-4-0-0.wav,4
388,engine_idling,119455-5-0-0,./data/fold1/119455-5-0-0.wav,5
389,air_conditioner,151977-0-0-5,./data/fold1/151977-0-0-5.wav,0
390,siren,157867-8-0-6,./data/fold1/157867-8-0-6.wav,8
391,jackhammer,180937-7-1-0,./data/fold1/180937-7-1-0.wav,7
392,children_playing,143651-2-0-59,./data/fold1/143651-2-0-59.wav,2
393,children_playing,108362-2-0-23,./data/fold1/108362-2-0-23.wav,2
394,gun_shot,197318-6-10-0,./data/fold1/197318-6-10-0.wav,6
395,children_playing,108362-2-0-7,./data/fold1/108362-2-0-7.wav,2
396,street_music,77766-9-0-3,./data/fold1/77766-9-0-3.wav,9
397,engine_idling,176787-5-0-21,./data/fold1/176787-5-0-21.wav,5
398,siren,106905-8-0-0,./data/fold1/106905-8-0-0.wav,8
399,children_playing,15564-2-0-2,./data/fold1/15564-2-0-2.wav,2
400,jackhammer,174276-7-0-0,./data/fold1/174276-7-0-0.wav,7
401,street_music,172314-9-0-80,./data/fold1/172314-9-0-80.wav,9
402,engine_idling,113205-5-0-0,./data/fold1/113205-5-0-0.wav,5
403,dog_bark,118101-3-0-6,./data/fold1/118101-3-0-6.wav,3
404,siren,40722-8-0-6,./data/fold1/40722-8-0-6.wav,8
405,dog_bark,203440-3-0-5,./data/fold1/203440-3-0-5.wav,3
406,air_conditioner,134717-0-0-4,./data/fold1/134717-0-0-4.wav,0
407,dog_bark,43786-3-1-0,./data/fold1/43786-3-1-0.wav,3
408,engine_idling,103258-5-0-17,./data/fold1/103258-5-0-17.wav,5
409,car_horn,24074-1-0-9,./data/fold1/24074-1-0-9.wav,1
410,jackhammer,103074-7-1-6,./data/fold1/103074-7-1-6.wav,7
411,air_conditioner,177621-0-0-127,./data/fold1/177621-0-0-127.wav,0
412,dog_bark,65749-3-1-9,./data/fold1/65749-3-1-9.wav,3
413,jackhammer,103074-7-1-4,./data/fold1/103074-7-1-4.wav,7
414,dog_bark,31840-3-1-0,./data/fold1/31840-3-1-0.wav,3
415,air_conditioner,57320-0-0-42,./data/fold1/57320-0-0-42.wav,0
416,jackhammer,174276-7-2-0,./data/fold1/174276-7-2-0.wav,7
417,children_playing,176714-2-0-77,./data/fold1/176714-2-0-77.wav,2
418,air_conditioner,134717-0-0-6,./data/fold1/134717-0-0-6.wav,0
419,dog_bark,197073-3-3-0,./data/fold1/197073-3-3-0.wav,3
420,engine_idling,103258-5-0-15,./data/fold1/103258-5-0-15.wav,5
421,siren,40722-8-0-4,./data/fold1/40722-8-0-4.wav,8
422,dog_bark,118101-3-0-4,./data/fold1/118101-3-0-4.wav,3
423,children_playing,15564-2-0-0,./data/fold1/15564-2-0-0.wav,2
424,siren,106905-8-0-2,./data/fold1/106905-8-0-2.wav,8
425,engine_idling,176787-5-0-23,./data/fold1/176787-5-0-23.wav,5
426,children_playing,108362-2-0-21,./data/fold1/108362-2-0-21.wav,2
427,jackhammer,180937-7-1-2,./data/fold1/180937-7-1-2.wav,7
428,street_music,108041-9-0-11,./data/fold1/108041-9-0-11.wav,9
429,engine_idling,119455-5-0-2,./data/fold1/119455-5-0-2.wav,5
430,siren,157867-8-0-4,./data/fold1/157867-8-0-4.wav,8
431,street_music,26270-9-0-35,./data/fold1/26270-9-0-35.wav,9
432,air_conditioner,151977-0-0-7,./data/fold1/151977-0-0-7.wav,0
433,street_music,191431-9-0-66,./data/fold1/191431-9-0-66.wav,9
434,gun_shot,197318-6-12-0,./data/fold1/197318-6-12-0.wav,6
435,street_music,124489-9-0-12,./data/fold1/124489-9-0-12.wav,9
436,children_playing,105415-2-0-15,./data/fold1/105415-2-0-15.wav,2
437,jackhammer,180937-7-3-0,./data/fold1/180937-7-3-0.wav,7
438,drilling,78360-4-0-11,./data/fold1/78360-4-0-11.wav,4
439,street_music,21684-9-0-25,./data/fold1/21684-9-0-25.wav,9
440,street_music,21684-9-0-30,./data/fold1/21684-9-0-30.wav,9
441,children_playing,165067-2-0-112,./data/fold1/165067-2-0-112.wav,2
442,jackhammer,180937-7-3-1,./data/fold1/180937-7-3-1.wav,7
443,dog_bark,51022-3-7-0,./data/fold1/51022-3-7-0.wav,3
444,street_music,191431-9-0-73,./data/fold1/191431-9-0-73.wav,9
445,children_playing,192124-2-0-11,./data/fold1/192124-2-0-11.wav,2
446,dog_bark,9031-3-1-0,./data/fold1/9031-3-1-0.wav,3
447,siren,157867-8-0-5,./data/fold1/157867-8-0-5.wav,8
448,air_conditioner,151977-0-0-6,./data/fold1/151977-0-0-6.wav,0
449,dog_bark,57553-3-1-0,./data/fold1/57553-3-1-0.wav,3
450,engine_idling,119455-5-0-3,./data/fold1/119455-5-0-3.wav,5
451,gun_shot,197318-6-6-0,./data/fold1/197318-6-6-0.wav,6
452,children_playing,193698-2-0-114,./data/fold1/193698-2-0-114.wav,2
453,street_music,137156-9-0-28,./data/fold1/137156-9-0-28.wav,9
454,jackhammer,180937-7-1-3,./data/fold1/180937-7-1-3.wav,7
455,gun_shot,174294-6-1-0,./data/fold1/174294-6-1-0.wav,6
456,street_music,172314-9-0-40,./data/fold1/172314-9-0-40.wav,9
457,engine_idling,176787-5-0-22,./data/fold1/176787-5-0-22.wav,5
458,street_music,77766-9-0-0,./data/fold1/77766-9-0-0.wav,9
459,children_playing,15564-2-0-1,./data/fold1/15564-2-0-1.wav,2
460,siren,106905-8-0-3,./data/fold1/106905-8-0-3.wav,8
461,engine_idling,17592-5-0-0,./data/fold1/17592-5-0-0.wav,5
462,jackhammer,98223-7-6-0,./data/fold1/98223-7-6-0.wav,7
463,siren,40722-8-0-5,./data/fold1/40722-8-0-5.wav,8
464,dog_bark,203440-3-0-6,./data/fold1/203440-3-0-6.wav,3
465,engine_idling,103258-5-0-14,./data/fold1/103258-5-0-14.wav,5
466,air_conditioner,134717-0-0-7,./data/fold1/134717-0-0-7.wav,0
467,car_horn,94868-1-2-0,./data/fold1/94868-1-2-0.wav,1
468,jackhammer,103074-7-1-5,./data/fold1/103074-7-1-5.wav,7
469,air_conditioner,177621-0-0-126,./data/fold1/177621-0-0-126.wav,0
470,children_playing,135776-2-0-37,./data/fold1/135776-2-0-37.wav,2
471,air_conditioner,177621-0-0-117,./data/fold1/177621-0-0-117.wav,0
472,car_horn,24074-1-0-7,./data/fold1/24074-1-0-7.wav,1
473,dog_bark,166268-3-1-0,./data/fold1/166268-3-1-0.wav,3
474,dog_bark,86279-3-0-0,./data/fold1/86279-3-0-0.wav,3
475,dog_bark,176258-3-1-18,./data/fold1/176258-3-1-18.wav,3
476,engine_idling,103258-5-0-19,./data/fold1/103258-5-0-19.wav,5
477,dog_bark,31323-3-0-22,./data/fold1/31323-3-0-22.wav,3
478,air_conditioner,177621-0-0-57,./data/fold1/177621-0-0-57.wav,0
479,siren,40722-8-0-8,./data/fold1/40722-8-0-8.wav,8
480,air_conditioner,57320-0-0-0,./data/fold1/57320-0-0-0.wav,0
481,drilling,96158-4-0-0,./data/fold1/96158-4-0-0.wav,4
482,children_playing,160009-2-0-30,./data/fold1/160009-2-0-30.wav,2
483,engine_idling,176787-5-0-13,./data/fold1/176787-5-0-13.wav,5
484,air_conditioner,177621-0-0-80,./data/fold1/177621-0-0-80.wav,0
485,children_playing,108362-2-0-9,./data/fold1/108362-2-0-9.wav,2
486,children_playing,108362-2-0-11,./data/fold1/108362-2-0-11.wav,2
487,siren,159738-8-0-10,./data/fold1/159738-8-0-10.wav,8
488,car_horn,24074-1-0-10,./data/fold1/24074-1-0-10.wav,1
489,drilling,78360-4-0-2,./data/fold1/78360-4-0-2.wav,4
490,dog_bark,114587-3-0-2,./data/fold1/114587-3-0-2.wav,3
491,street_music,137156-9-0-31,./data/fold1/137156-9-0-31.wav,9
492,siren,157867-8-0-8,./data/fold1/157867-8-0-8.wav,8
493,children_playing,105415-2-0-19,./data/fold1/105415-2-0-19.wav,2
494,drilling,46669-4-0-54,./data/fold1/46669-4-0-54.wav,4
495,drilling,78360-4-0-21,./data/fold1/78360-4-0-21.wav,4
496,car_horn,87275-1-2-0,./data/fold1/87275-1-2-0.wav,1
497,engine_idling,103258-5-0-6,./data/fold1/103258-5-0-6.wav,5
498,drilling,46669-4-0-2,./data/fold1/46669-4-0-2.wav,4
499,drilling,46669-4-0-3,./data/fold1/46669-4-0-3.wav,4
500,drilling,147764-4-1-0,./data/fold1/147764-4-1-0.wav,4
501,dog_bark,164312-3-0-0,./data/fold1/164312-3-0-0.wav,3
502,drilling,78360-4-0-20,./data/fold1/78360-4-0-20.wav,4
503,engine_idling,103258-5-0-7,./data/fold1/103258-5-0-7.wav,5
504,jackhammer,88466-7-0-0,./data/fold1/88466-7-0-0.wav,7
505,siren,157867-8-0-9,./data/fold1/157867-8-0-9.wav,8
506,gun_shot,46656-6-0-0,./data/fold1/46656-6-0-0.wav,6
507,children_playing,105415-2-0-24,./data/fold1/105415-2-0-24.wav,2
508,street_music,137156-9-0-30,./data/fold1/137156-9-0-30.wav,9
509,car_horn,24074-1-0-11,./data/fold1/24074-1-0-11.wav,1
510,siren,159738-8-0-11,./data/fold1/159738-8-0-11.wav,8
511,drilling,78360-4-0-3,./data/fold1/78360-4-0-3.wav,4
512,children_playing,193698-2-0-89,./data/fold1/193698-2-0-89.wav,2
513,children_playing,160009-2-0-31,./data/fold1/160009-2-0-31.wav,2
514,engine_idling,176787-5-0-12,./data/fold1/176787-5-0-12.wav,5
515,dog_bark,150341-3-0-0,./data/fold1/150341-3-0-0.wav,3
516,gun_shot,174290-6-0-0,./data/fold1/174290-6-0-0.wav,6
517,engine_idling,103258-5-0-18,./data/fold1/103258-5-0-18.wav,5
518,car_horn,24074-1-0-6,./data/fold1/24074-1-0-6.wav,1
519,air_conditioner,177621-0-0-128,./data/fold1/177621-0-0-128.wav,0
520,air_conditioner,177621-0-0-100,./data/fold1/177621-0-0-100.wav,0
521,car_horn,24074-1-0-4,./data/fold1/24074-1-0-4.wav,1
522,air_conditioner,134717-0-0-9,./data/fold1/134717-0-0-9.wav,0
523,air_conditioner,177621-0-0-54,./data/fold1/177621-0-0-54.wav,0
524,engine_idling,176787-5-0-10,./data/fold1/176787-5-0-10.wav,5
525,street_music,172314-9-0-72,./data/fold1/172314-9-0-72.wav,9
526,gun_shot,174290-6-2-0,./data/fold1/174290-6-2-0.wav,6
527,drilling,71087-4-1-0,./data/fold1/71087-4-1-0.wav,4
528,children_playing,108362-2-0-12,./data/fold1/108362-2-0-12.wav,2
529,gun_shot,46656-6-2-0,./data/fold1/46656-6-2-0.wav,6
530,drilling,78360-4-0-1,./data/fold1/78360-4-0-1.wav,4
531,siren,159738-8-0-13,./data/fold1/159738-8-0-13.wav,8
532,car_horn,24074-1-0-13,./data/fold1/24074-1-0-13.wav,1
533,drilling,147764-4-3-0,./data/fold1/147764-4-3-0.wav,4
534,air_conditioner,151977-0-0-8,./data/fold1/151977-0-0-8.wav,0
535,engine_idling,103258-5-0-5,./data/fold1/103258-5-0-5.wav,5
536,drilling,78360-4-0-22,./data/fold1/78360-4-0-22.wav,4
537,drilling,46669-4-0-0,./data/fold1/46669-4-0-0.wav,4
538,dog_bark,102842-3-0-1,./data/fold1/102842-3-0-1.wav,3
539,street_music,161702-9-0-37,./data/fold1/161702-9-0-37.wav,9
540,engine_idling,103258-5-0-4,./data/fold1/103258-5-0-4.wav,5
541,children_playing,165067-2-0-91,./data/fold1/165067-2-0-91.wav,2
542,drilling,78360-4-0-23,./data/fold1/78360-4-0-23.wav,4
543,children_playing,160009-2-0-1,./data/fold1/160009-2-0-1.wav,2
544,air_conditioner,151977-0-0-9,./data/fold1/151977-0-0-9.wav,0
545,car_horn,87275-1-0-0,./data/fold1/87275-1-0-0.wav,1
546,children_playing,143651-2-0-55,./data/fold1/143651-2-0-55.wav,2
547,drilling,78360-4-0-0,./data/fold1/78360-4-0-0.wav,4
548,car_horn,24074-1-0-12,./data/fold1/24074-1-0-12.wav,1
549,siren,159738-8-0-12,./data/fold1/159738-8-0-12.wav,8
550,gun_shot,197318-6-8-0,./data/fold1/197318-6-8-0.wav,6
551,jackhammer,98223-7-8-0,./data/fold1/98223-7-8-0.wav,7
552,engine_idling,176787-5-0-11,./data/fold1/176787-5-0-11.wav,5
553,dog_bark,176258-3-1-2,./data/fold1/176258-3-1-2.wav,3
554,dog_bark,31323-3-0-20,./data/fold1/31323-3-0-20.wav,3
555,children_playing,176714-2-0-51,./data/fold1/176714-2-0-51.wav,2
556,air_conditioner,134717-0-0-8,./data/fold1/134717-0-0-8.wav,0
557,car_horn,24074-1-0-5,./data/fold1/24074-1-0-5.wav,1
558,air_conditioner,177621-0-0-105,./data/fold1/177621-0-0-105.wav,0
559,street_music,83199-9-0-0,./data/fold1/83199-9-0-0.wav,9
560,car_horn,24074-1-0-1,./data/fold1/24074-1-0-1.wav,1
561,dog_bark,180256-3-0-2,./data/fold1/180256-3-0-2.wav,3
562,children_playing,176714-2-0-55,./data/fold1/176714-2-0-55.wav,2
563,car_horn,175851-1-0-0,./data/fold1/175851-1-0-0.wav,1
564,dog_bark,7383-3-0-0,./data/fold1/7383-3-0-0.wav,3
565,car_horn,87275-1-4-0,./data/fold1/87275-1-4-0.wav,1
566,street_music,99180-9-0-49,./data/fold1/99180-9-0-49.wav,9
567,air_conditioner,57320-0-0-6,./data/fold1/57320-0-0-6.wav,0
568,engine_idling,176787-5-0-29,./data/fold1/176787-5-0-29.wav,5
569,children_playing,160009-2-0-22,./data/fold1/160009-2-0-22.wav,2
570,engine_idling,176787-5-0-15,./data/fold1/176787-5-0-15.wav,5
571,dog_bark,72261-3-0-6,./data/fold1/72261-3-0-6.wav,3
572,siren,159738-8-0-16,./data/fold1/159738-8-0-16.wav,8
573,drilling,78360-4-0-4,./data/fold1/78360-4-0-4.wav,4
574,dog_bark,193394-3-0-11,./data/fold1/193394-3-0-11.wav,3
575,dog_bark,114587-3-0-4,./data/fold1/114587-3-0-4.wav,3
576,jackhammer,180937-7-1-8,./data/fold1/180937-7-1-8.wav,7
577,gun_shot,76093-6-0-0,./data/fold1/76093-6-0-0.wav,6
578,street_music,139951-9-0-9,./data/fold1/139951-9-0-9.wav,9
579,children_playing,160009-2-0-5,./data/fold1/160009-2-0-5.wav,2
580,street_music,124489-9-0-18,./data/fold1/124489-9-0-18.wav,9
581,children_playing,165067-2-0-56,./data/fold1/165067-2-0-56.wav,2
582,car_horn,175845-1-0-0,./data/fold1/175845-1-0-0.wav,1
583,jackhammer,98223-7-10-0,./data/fold1/98223-7-10-0.wav,7
584,drilling,46669-4-0-4,./data/fold1/46669-4-0-4.wav,4
585,engine_idling,103258-5-0-0,./data/fold1/103258-5-0-0.wav,5
586,street_music,161702-9-0-26,./data/fold1/161702-9-0-26.wav,9
587,car_horn,162703-1-0-0,./data/fold1/162703-1-0-0.wav,1
588,engine_idling,103258-5-0-1,./data/fold1/103258-5-0-1.wav,5
589,street_music,21684-9-0-12,./data/fold1/21684-9-0-12.wav,9
590,dog_bark,114587-3-0-5,./data/fold1/114587-3-0-5.wav,3
591,jackhammer,180937-7-1-9,./data/fold1/180937-7-1-9.wav,7
592,dog_bark,193394-3-0-10,./data/fold1/193394-3-0-10.wav,3
593,siren,159738-8-0-17,./data/fold1/159738-8-0-17.wav,8
594,drilling,78360-4-0-5,./data/fold1/78360-4-0-5.wav,4
595,engine_idling,176787-5-0-14,./data/fold1/176787-5-0-14.wav,5
596,air_conditioner,177621-0-0-93,./data/fold1/177621-0-0-93.wav,0
597,engine_idling,176787-5-0-28,./data/fold1/176787-5-0-28.wav,5
598,children_playing,196065-2-0-0,./data/fold1/196065-2-0-0.wav,2
599,street_music,124489-9-0-6,./data/fold1/124489-9-0-6.wav,9
600,children_playing,193698-2-0-58,./data/fold1/193698-2-0-58.wav,2
601,air_conditioner,57320-0-0-7,./data/fold1/57320-0-0-7.wav,0
602,children_playing,193698-2-0-64,./data/fold1/193698-2-0-64.wav,2
603,street_music,99180-9-0-48,./data/fold1/99180-9-0-48.wav,9
604,dog_bark,7383-3-0-1,./data/fold1/7383-3-0-1.wav,3
605,children_playing,176714-2-0-40,./data/fold1/176714-2-0-40.wav,2
606,drilling,147764-4-7-0,./data/fold1/147764-4-7-0.wav,4
607,dog_bark,180256-3-0-3,./data/fold1/180256-3-0-3.wav,3
608,car_horn,24074-1-0-0,./data/fold1/24074-1-0-0.wav,1
609,air_conditioner,177621-0-0-104,./data/fold1/177621-0-0-104.wav,0
610,car_horn,24074-1-0-2,./data/fold1/24074-1-0-2.wav,1
611,children_playing,135776-2-0-32,./data/fold1/135776-2-0-32.wav,2
612,dog_bark,180256-3-0-1,./data/fold1/180256-3-0-1.wav,3
613,air_conditioner,57320-0-0-5,./data/fold1/57320-0-0-5.wav,0
614,car_horn,176638-1-1-0,./data/fold1/176638-1-1-0.wav,1
615,air_conditioner,177621-0-0-46,./data/fold1/177621-0-0-46.wav,0
616,gun_shot,46656-6-4-0,./data/fold1/46656-6-4-0.wav,6
617,drilling,147764-4-5-0,./data/fold1/147764-4-5-0.wav,4
618,air_conditioner,177621-0-0-91,./data/fold1/177621-0-0-91.wav,0
619,dog_bark,164312-3-4-0,./data/fold1/164312-3-4-0.wav,3
620,engine_idling,176787-5-0-16,./data/fold1/176787-5-0-16.wav,5
621,drilling,78360-4-0-7,./data/fold1/78360-4-0-7.wav,4
622,siren,159738-8-0-15,./data/fold1/159738-8-0-15.wav,8
623,air_conditioner,50901-0-1-0,./data/fold1/50901-0-1-0.wav,0
624,street_music,73277-9-0-19,./data/fold1/73277-9-0-19.wav,9
625,dog_bark,118963-3-0-0,./data/fold1/118963-3-0-0.wav,3
626,dog_bark,114587-3-0-7,./data/fold1/114587-3-0-7.wav,3
627,children_playing,165067-2-0-9,./data/fold1/165067-2-0-9.wav,2
628,drilling,46669-4-0-45,./data/fold1/46669-4-0-45.wav,4
629,dog_bark,102106-3-0-0,./data/fold1/102106-3-0-0.wav,3
630,drilling,78360-4-0-18,./data/fold1/78360-4-0-18.wav,4
631,street_music,161702-9-0-30,./data/fold1/161702-9-0-30.wav,9
632,engine_idling,103258-5-0-3,./data/fold1/103258-5-0-3.wav,5
633,jackhammer,180937-7-3-9,./data/fold1/180937-7-3-9.wav,7
634,engine_idling,103258-5-0-2,./data/fold1/103258-5-0-2.wav,5
635,jackhammer,180937-7-3-8,./data/fold1/180937-7-3-8.wav,7
636,drilling,78360-4-0-19,./data/fold1/78360-4-0-19.wav,4
637,street_music,21684-9-0-39,./data/fold1/21684-9-0-39.wav,9
638,dog_bark,65749-3-1-24,./data/fold1/65749-3-1-24.wav,3
639,children_playing,105415-2-0-21,./data/fold1/105415-2-0-21.wav,2
640,gun_shot,77246-6-0-0,./data/fold1/77246-6-0-0.wav,6
641,street_music,73277-9-0-24,./data/fold1/73277-9-0-24.wav,9
642,air_conditioner,50901-0-1-1,./data/fold1/50901-0-1-1.wav,0
643,children_playing,108362-2-0-29,./data/fold1/108362-2-0-29.wav,2
644,drilling,78360-4-0-6,./data/fold1/78360-4-0-6.wav,4
645,siren,159738-8-0-14,./data/fold1/159738-8-0-14.wav,8
646,engine_idling,176787-5-0-17,./data/fold1/176787-5-0-17.wav,5
647,air_conditioner,177621-0-0-47,./data/fold1/177621-0-0-47.wav,0
648,air_conditioner,57320-0-0-4,./data/fold1/57320-0-0-4.wav,0
649,jackhammer,180937-7-2-10,./data/fold1/180937-7-2-10.wav,7
650,dog_bark,180256-3-0-0,./data/fold1/180256-3-0-0.wav,3
651,car_horn,24074-1-0-3,./data/fold1/24074-1-0-3.wav,1
652,children_playing,97317-2-0-36,./data/fold1/97317-2-0-36.wav,2
653,children_playing,135776-2-0-40,./data/fold1/135776-2-0-40.wav,2
654,children_playing,97317-2-0-22,./data/fold1/97317-2-0-22.wav,2
655,children_playing,138031-2-0-13,./data/fold1/138031-2-0-13.wav,2
656,children_playing,176714-2-0-18,./data/fold1/176714-2-0-18.wav,2
657,air_conditioner,57320-0-0-39,./data/fold1/57320-0-0-39.wav,0
658,dog_bark,102842-3-1-0,./data/fold1/102842-3-1-0.wav,3
659,dog_bark,72261-3-0-17,./data/fold1/72261-3-0-17.wav,3
660,air_conditioner,134717-0-0-13,./data/fold1/134717-0-0-13.wav,0
661,engine_idling,146186-5-0-4,./data/fold1/146186-5-0-4.wav,5
662,air_conditioner,57320-0-0-11,./data/fold1/57320-0-0-11.wav,0
663,gun_shot,46656-6-3-0,./data/fold1/46656-6-3-0.wav,6
664,siren,157867-8-0-19,./data/fold1/157867-8-0-19.wav,8
665,dog_bark,164312-3-3-0,./data/fold1/164312-3-3-0.wav,3
666,children_playing,160009-2-0-47,./data/fold1/160009-2-0-47.wav,2
667,engine_idling,176787-5-0-0,./data/fold1/176787-5-0-0.wav,5
668,siren,157867-8-0-25,./data/fold1/157867-8-0-25.wav,8
669,drilling,55020-4-0-3,./data/fold1/55020-4-0-3.wav,4
670,drilling,147764-4-2-0,./data/fold1/147764-4-2-0.wav,4
671,street_music,139951-9-0-13,./data/fold1/139951-9-0-13.wav,9
672,drilling,57584-4-0-1,./data/fold1/57584-4-0-1.wav,4
673,children_playing,143651-2-0-20,./data/fold1/143651-2-0-20.wav,2
674,jackhammer,180937-7-3-23,./data/fold1/180937-7-3-23.wav,7
675,drilling,71087-4-0-0,./data/fold1/71087-4-0-0.wav,4
676,gun_shot,174290-6-3-0,./data/fold1/174290-6-3-0.wav,6
677,engine_idling,46918-5-0-1,./data/fold1/46918-5-0-1.wav,5
678,siren,118279-8-0-1,./data/fold1/118279-8-0-1.wav,8
679,drilling,46669-4-0-37,./data/fold1/46669-4-0-37.wav,4
680,air_conditioner,59277-0-0-3,./data/fold1/59277-0-0-3.wav,0
681,jackhammer,180937-7-4-9,./data/fold1/180937-7-4-9.wav,7
682,siren,159738-8-0-8,./data/fold1/159738-8-0-8.wav,8
683,siren,118279-8-0-14,./data/fold1/118279-8-0-14.wav,8
684,siren,159738-8-0-9,./data/fold1/159738-8-0-9.wav,8
685,jackhammer,180937-7-4-8,./data/fold1/180937-7-4-8.wav,7
686,air_conditioner,59277-0-0-2,./data/fold1/59277-0-0-2.wav,0
687,drilling,46669-4-0-36,./data/fold1/46669-4-0-36.wav,4
688,street_music,194732-9-0-171,./data/fold1/194732-9-0-171.wav,9
689,street_music,161702-9-0-8,./data/fold1/161702-9-0-8.wav,9
690,siren,118279-8-0-0,./data/fold1/118279-8-0-0.wav,8
691,engine_idling,46918-5-0-0,./data/fold1/46918-5-0-0.wav,5
692,jackhammer,98223-7-9-0,./data/fold1/98223-7-9-0.wav,7
693,jackhammer,180937-7-3-22,./data/fold1/180937-7-3-22.wav,7
694,drilling,57584-4-0-0,./data/fold1/57584-4-0-0.wav,4
695,dog_bark,166268-3-2-0,./data/fold1/166268-3-2-0.wav,3
696,engine_idling,89948-5-0-0,./data/fold1/89948-5-0-0.wav,5
697,drilling,55020-4-0-2,./data/fold1/55020-4-0-2.wav,4
698,siren,157867-8-0-24,./data/fold1/157867-8-0-24.wav,8
699,engine_idling,176787-5-0-1,./data/fold1/176787-5-0-1.wav,5
700,siren,157867-8-0-18,./data/fold1/157867-8-0-18.wav,8
701,car_horn,87275-1-1-0,./data/fold1/87275-1-1-0.wav,1
702,gun_shot,197318-6-9-0,./data/fold1/197318-6-9-0.wav,6
703,air_conditioner,177621-0-0-35,./data/fold1/177621-0-0-35.wav,0
704,street_music,155202-9-0-135,./data/fold1/155202-9-0-135.wav,9
705,air_conditioner,57320-0-0-10,./data/fold1/57320-0-0-10.wav,0
706,engine_idling,146186-5-0-5,./data/fold1/146186-5-0-5.wav,5
707,air_conditioner,134717-0-0-12,./data/fold1/134717-0-0-12.wav,0
708,gun_shot,122690-6-0-0,./data/fold1/122690-6-0-0.wav,6
709,air_conditioner,57320-0-0-38,./data/fold1/57320-0-0-38.wav,0
710,children_playing,97317-2-0-23,./data/fold1/97317-2-0-23.wav,2
711,car_horn,87275-1-3-0,./data/fold1/87275-1-3-0.wav,1
712,children_playing,176714-2-0-33,./data/fold1/176714-2-0-33.wav,2
713,engine_idling,146186-5-0-7,./data/fold1/146186-5-0-7.wav,5
714,engine_idling,176787-5-0-3,./data/fold1/176787-5-0-3.wav,5
715,children_playing,160009-2-0-50,./data/fold1/160009-2-0-50.wav,2
716,drilling,55020-4-0-0,./data/fold1/55020-4-0-0.wav,4
717,siren,157867-8-0-26,./data/fold1/157867-8-0-26.wav,8
718,gun_shot,196400-6-0-0,./data/fold1/196400-6-0-0.wav,6
719,dog_bark,125791-3-0-13,./data/fold1/125791-3-0-13.wav,3
720,street_music,69304-9-0-7,./data/fold1/69304-9-0-7.wav,9
721,drilling,57584-4-0-2,./data/fold1/57584-4-0-2.wav,4
722,street_music,137156-9-0-79,./data/fold1/137156-9-0-79.wav,9
723,engine_idling,46918-5-0-2,./data/fold1/46918-5-0-2.wav,5
724,siren,118279-8-0-2,./data/fold1/118279-8-0-2.wav,8
725,street_music,108041-9-0-2,./data/fold1/108041-9-0-2.wav,9
726,jackhammer,180937-7-3-20,./data/fold1/180937-7-3-20.wav,7
727,dog_bark,166268-3-0-0,./data/fold1/166268-3-0-0.wav,3
728,children_playing,105415-2-0-1,./data/fold1/105415-2-0-1.wav,2
729,air_conditioner,59277-0-0-0,./data/fold1/59277-0-0-0.wav,0
730,gun_shot,174290-6-1-0,./data/fold1/174290-6-1-0.wav,6
731,air_conditioner,59277-0-0-1,./data/fold1/59277-0-0-1.wav,0
732,drilling,46669-4-0-35,./data/fold1/46669-4-0-35.wav,4
733,street_music,132016-9-0-0,./data/fold1/132016-9-0-0.wav,9
734,children_playing,138031-2-0-7,./data/fold1/138031-2-0-7.wav,2
735,jackhammer,180937-7-3-21,./data/fold1/180937-7-3-21.wav,7
736,siren,118279-8-0-3,./data/fold1/118279-8-0-3.wav,8
737,jackhammer,180937-7-4-14,./data/fold1/180937-7-4-14.wav,7
738,street_music,155202-9-0-38,./data/fold1/155202-9-0-38.wav,9
739,children_playing,143651-2-0-22,./data/fold1/143651-2-0-22.wav,2
740,drilling,57584-4-0-3,./data/fold1/57584-4-0-3.wav,4
741,street_music,69304-9-0-6,./data/fold1/69304-9-0-6.wav,9
742,dog_bark,125791-3-0-12,./data/fold1/125791-3-0-12.wav,3
743,dog_bark,150341-3-1-0,./data/fold1/150341-3-1-0.wav,3
744,siren,157867-8-0-27,./data/fold1/157867-8-0-27.wav,8
745,drilling,55020-4-0-1,./data/fold1/55020-4-0-1.wav,4
746,engine_idling,176787-5-0-2,./data/fold1/176787-5-0-2.wav,5
747,engine_idling,146186-5-0-6,./data/fold1/146186-5-0-6.wav,5
748,children_playing,176714-2-0-26,./data/fold1/176714-2-0-26.wav,2
